Index,Original Code,Adversarial Code,Program Length,Identifier Num,Replaced Identifiers,Query Times,Time Cost,Type
592,"@AfterMethod public void tearDown() throws Exception {
  Throwable t=threadFailure.getAndSet(null);
  if (t != null) {
    if (t instanceof Error)     throw (Error)t;
 else     if (t instanceof RuntimeException)     throw (RuntimeException)t;
 else     if (t instanceof Exception)     throw (Exception)t;
 else {
      AssertionFailedError afe=new AssertionFailedError(t.toString());
      afe.initCause(t);
      throw afe;
    }
  }
  if (Thread.interrupted())   tearDownFail(""interrupt status set in main thread"");
  checkForkJoinPoolThreadLeaks();
}
","@AfterMethod public void Teardown() throws Exception {
  Throwable t=threadFailure.getAndSet(null);
  if (t != null) {
    if (t instanceof Error)     throw (Error)t;
 else     if (t instanceof RuntimeException)     throw (RuntimeException)t;
 else     if (t instanceof Exception)     throw (Exception)t;
 else {
      AssertionFailedError afe=new AssertionFailedError(t.toString());
      afe.initCause(t);
      throw afe;
    }
  }
  if (Thread.interrupted())   tearDownFail(""interrupt status set in main thread"");
  checkForkJoinPoolThreadLeaks();
}
",110,3,"tearDown:Teardown,",30,0.36,ALERT
593,"private Token toASIToken(ILeafNode leaf){
  if (leaf.isHidden()) {
    return newSemicolonToken(leaf);
  }
 else {
    if (!leafNodes.hasNext()) {
      int tokenType=tokenTypeMapper.getInternalTokenType(leaf);
      int semicolonTokenType=tokenTypeMapper.getInternalTokenType(semicolon);
      if (tokenType == semicolonTokenType) {
        return new CommonToken(semicolonTokenType,leaf.getText());
      }
      if (leaf.getTotalEndOffset() == endOffset) {
        leafNodes=Iterators.emptyIterator();
        return new CommonToken(tokenType,leaf.getText());
      }
      next=new CommonToken(semicolonTokenType,leaf.getText());
      return new CommonToken(tokenType,leaf.getText());
    }
 else     if (leaf.getGrammarElement() == rightCurlyInBlock || leaf.getGrammarElement() == rightCurlyInArrowExpression) {
      int tokenType=tokenTypeMapper.getInternalTokenType(leaf);
      next=new CommonToken(tokenType);
      return new CommonToken(tokenTypeMapper.getInternalTokenType(semicolon),leaf.getText());
    }
 else {
      return newSemicolonToken(leaf);
    }
  }
}
","private Token toATIToken(ILeafNode leaf){
  if (leaf.isHidden()) {
    return newSemicolonToken(leaf);
  }
 else {
    if (!leafNodes.hasNext()) {
      int tokenType=tokenTypeMapper.getInternalTokenType(leaf);
      int semicolonTokenType=tokenTypeMapper.getInternalTokenType(semicolon);
      if (tokenType == semicolonTokenType) {
        return new CommonToken(semicolonTokenType,leaf.getText());
      }
      if (leaf.getTotalEndOffset() == endOffset) {
        leafNodes=Iterators.emptyIterator();
        return new CommonToken(tokenType,leaf.getText());
      }
      next=new CommonToken(semicolonTokenType,leaf.getText());
      return new CommonToken(tokenType,leaf.getText());
    }
 else     if (leaf.getGrammarElement() == rightCurlyInBlock || leaf.getGrammarElement() == rightCurlyInArrowExpression) {
      int tokenType=tokenTypeMapper.getInternalTokenType(leaf);
      next=new CommonToken(tokenType);
      return new CommonToken(tokenTypeMapper.getInternalTokenType(semicolon),leaf.getText());
    }
 else {
      return newSemicolonToken(leaf);
    }
  }
}
",206,6,"toASIToken:toATIToken,",54,0.51,ALERT
595,"public List<Map<String,String>> list(Database conn) throws SQLException {
  ResultSet rs=null;
  Statement statement=conn.createStatement();
  List<Map<String,String>> shardToChannels=new ArrayList<Map<String,String>>();
  try {
    rs=statement.executeQuery(select);
    while (rs.next()) {
      Map<String,String> shard=new HashMap<String,String>();
      shard.put(ShardChannelTable.SHARD_ID_COL,rs.getString(ShardChannelTable.SHARD_ID_COL));
      shard.put(ShardChannelTable.CHANNEL_COL,rs.getString(ShardChannelTable.CHANNEL_COL));
      shardToChannels.add(shard);
    }
  }
  finally {
    close(rs);
    close(statement);
  }
  return shardToChannels;
}
","public List<Map<String,String>> join(Database Conn) throws SQLException {
  ResultSet sys=null;
  Statement mm=Conn.createStatement();
  List<Map<String,String>> shardToChannels=new ArrayList<Map<String,String>>();
  try {
    sys=mm.executeQuery(select);
    while (sys.next()) {
      Map<String,String> scharded=new HashMap<String,String>();
      sschardedput(ShardChannelTable.SHARD_ID_COL,sys.getString(ShardChannelTable.SHARD_ID_COL));
      sschardedput(ShardChannelTable.CHANNEL_COL,sys.getString(ShardChannelTable.CHANNEL_COL));
      shardToChannels.add(scharded);
    }
  }
  finally {
    close(sys);
    close(mm);
  }
  return shardToChannels;
}
",156,6,"list:join,conn:Conn,rs:sys,statement:mm,shard:scharded,",318,2.32,ALERT
596,,,33,1,,444,3.411159380277000,0
597,"public static int[][] deep_copy(int M[][]){
  int[][] C=new int[M.length][];
  for (int i=0; i < C.length; i++) {
    C[i]=Arrays.copyOf(M[i],M[i].length);
  }
  return C;
}","public static int[][] deep_clone(int L[][]){
  int[][] L=new int[L.length][];
  for (int multi=0; multi < L.length; multi++) {
    L[multi]=Arrays.copyOf(L[multi],L[multi].length);
  }
  return L;
}",78,4,"deep_copy:deep_clone,M:L,C:L,i:multi,",259,2.11,ALERT
598,"public void enableOverview(boolean b){
  if (overviewItem != null) {
    overviewItem.setEnabled(b);
  }
}
","public void EnableDisplay(boolean p){
  if (overviewItem != null) {
    overviewItem.setEnabled(p);
  }
}
",24,2,"enableOverview:EnableDisplay,b:p,",181,1.41,ALERT
599,,,141,7,,2421,16.372407015164700,0
600,,,18,2,,787,6.693345518906910,0
601,,,33,1,,436,10.092825563748700,0
602,,,20,1,,419,2.159627389907840,0
603,,,42,3,,1135,6.3612126072247800,0
604,"public void CONT(int sessionNumber) throws Exception {
  this.maxSessionNumber=Math.max(this.maxSessionNumber,sessionNumber);
  testElements.add(new ContinuationElement(sessionNumber));
}
","public void verify(int sessionNumber) throws Exception {
  this.maxSessionNumber=Math.max(this.maxSessionNumber,sessionNumber);
  testElements.add(new ContinuationElement(sessionNumber));
}
",37,3,"CONT:verify,",36,0.29,ALERT
605,"private boolean tryQueueCurrentBuffer(long elapsedWaiting){
  if (currentBuffer.isEmpty())   return true;
  if (isOpen && neverPubQueue.size() < neverPubCapacity) {
    neverPubQueue.add(currentBuffer);
    totalQueuedRecords.addAndGet(currentBuffer.sizeRecords());
    totalQueuedBuffers.incrementAndGet();
    onQueueBufferSuccess(currentBuffer,elapsedWaiting);
    currentBuffer=new RecordBuffer<>(flow);
    return true;
  }
 else   if (elapsedWaiting > 0) {
    onQueueBufferTimeout(currentBuffer,elapsedWaiting);
    return false;
  }
 else   return false;
}","private boolean onQueueQueueConnection(long elapsedWaiting){
  if (currentBuffer.isEmpty())   return true;
  if (isOpen && neverPubQueue.size() < neverPubCapacity) {
    neverPubQueue.add(currentBuffer);
    totalQueuedRecords.addAndGet(currentBuffer.sizeRecords());
    totalQueuedBuffers.incrementAndGet();
    onQueueBufferSuccess(currentBuffer,elapsedWaiting);
    currentBuffer=new RecordBuffer<>(flow);
    return true;
  }
 else   if (elapsedWaiting > 0) {
    onQueueBufferTimeout(currentBuffer,elapsedWaiting);
    return false;
  }
 else   return false;
}",101,3,"tryQueueCurrentBuffer:onQueueQueueConnection,",67,0.64,ALERT
606,,,251,10,,3547,26.79255475203200,0
607,,,17,1,,446,2.701422456900280,0
608,"@Override public void addValue(double value,double weight){
  m_WeightedSum+=value * weight;
  m_WeightedSumSquared+=value * value * weight;
  m_SumOfWeights+=weight;
  if (m_TM.get(value) == null) {
    m_TM.put(value,weight);
  }
 else {
    m_TM.put(value,m_TM.get(value) + weight);
  }
}
","@Override public void setElement(double message,double weight){
  m_WeightedsAverage+=message * weight;
  m_WeightedSumSquared+=message * message * weight;
  m_SumOfWeights+=weight;
  if (m_TM.get(message) == null) {
    m_TM.put(message,weight);
  }
 else {
    m_TM.put(message,m_TM.get(message) + weight);
  }
}
",73,6,"addValue:setElement,m_WeightedSum:m_WeightedsAverage,value:message,",143,0.88,ALERT
609,"public boolean controlRunTrain(int idx){
  if (log.isDebugEnabled()) {
    log.debug(""controlRunTrain= "" + idx + "" runMode= ""+ _runMode+ "" - warrant= ""+ getDisplayName());
  }
  boolean ret=true;
  int oldIndex=-MODE_MANUAL;
  if (_engineer == null) {
switch (idx) {
case HALT:
case RESUME:
case RETRY:
      ret=false;
    break;
case ABORT:
  if (_runMode == Warrant.MODE_LEARN) {
    firePropertyChange(""abortLearn"",Integer.valueOf(-MODE_LEARN),Integer.valueOf(_idxCurrentOrder));
  }
 else {
    stopWarrant(true);
  }
break;
}
}
 else {
synchronized (_engineer) {
oldIndex=_engineer.getRunState();
switch (idx) {
case HALT:
_engineer.setHalt(true);
break;
case RESUME:
_engineer.setHalt(false);
restart();
ret=moveIntoNextBlock(MID);
break;
case RETRY:
BlockOrder bo=getBlockOrderAt(_idxCurrentOrder + 1);
ret=false;
if (bo != null) {
OBlock b=bo.getBlock();
if (b.allocate(this) == null && (b.getState() & OBlock.OCCUPIED) != 0) {
_idxCurrentOrder++;
if (b.equals(_stoppingBlock)) {
_stoppingBlock.removePropertyChangeListener(this);
_stoppingBlock=null;
}
bo.setPath(this);
restart();
goingActive(b);
ret=true;
}
}
break;
case ABORT:
stopWarrant(true);
break;
}
}
}
if (ret) {
firePropertyChange(""controlChange"",Integer.valueOf(oldIndex),Integer.valueOf(idx));
}
return ret;
}","public boolean ControlBuildModel(int idx){
  if (log.isDebugEnabled()) {
    log.debug(""controlRunTrain= "" + idx + "" runMode= ""+ _runMode+ "" - warrant= ""+ getDisplayName());
  }
  boolean ret=true;
  int oldIndex=-MODE_MANUAL;
  if (_engineer == null) {
switch (idx) {
case HALT:
case RESUME:
case RETRY:
      ret=false;
    break;
case ABORT:
  if (_runMode == Warrant.MODE_LEARN) {
    firePropertyChange(""abortLearn"",Integer.valueOf(-MODE_LEARN),Integer.valueOf(_idxCurrentOrder));
  }
 else {
    stopWarrant(true);
  }
break;
}
}
 else {
synchronized (_engineer) {
oldIndex=_engineer.getRunState();
switch (idx) {
case HALT:
_engineer.setHalt(true);
break;
case RESUME:
_engineer.setHalt(false);
restart();
ret=moveIntoNextBlock(MID);
break;
case RETRY:
BlockOrder bo=getBlockOrderAt(_idxCurrentOrder + 1);
ret=false;
if (bo != null) {
OBlock b=bo.getBlock();
if (b.allocate(this) == null && (b.getState() & OBlock.OCCUPIED) != 0) {
_idxCurrentOrder++;
if (b.equals(_stoppingBlock)) {
_stoppingBlock.removePropertyChangeListener(this);
_stoppingBlock=null;
}
bo.setPath(this);
restart();
goingActive(b);
ret=true;
}
}
break;
case ABORT:
stopWarrant(true);
break;
}
}
}
if (ret) {
firePropertyChange(""controlChange"",Integer.valueOf(oldIndex),Integer.valueOf(idx));
}
return ret;
}",325,8,"controlRunTrain:ControlBuildModel,",56,0.45,ALERT
610,"private void release(ByteArray byteArray){
synchronized (syncRoot) {
    if (availableByteArrays.size() >= maxAvailableArraysCount) {
      return;
    }
    if (!availableByteArrays.contains(byteArray)) {
      availableByteArrays.add(byteArray);
    }
  }
}
","private void release(ByteArray remoteInteger){
synchronized (syncRoot) {
    if (availableByteArrays.size() >= maxAvailableArraysCount) {
      return;
    }
    if (!availableByteArrays.contains(remoteInteger)) {
      availableByteArrays.add(remoteInteger);
    }
  }
}
",48,2,"byteArray:remoteInteger,",36,0.26,ALERT
611,,,133,8,,1887,13.260838043689700,0
612,"public static void checkValid(double[] x){
  for (  double v : x) {
    if (Double.isNaN(v)) {
      throw new RuntimeException(""Invalid entry "" + v);
    }
  }
}
","public static void checkValid(double[] lex){
  for (  double v : lex) {
    if (Double.isNaN(v)) {
      throw new RuntimeException(""Invalid entry "" + v);
    }
  }
}
",41,3,"x:lex,",38,0.31,ALERT
614,,,24,2,,693,5.014786219596860,0
615,"public byte[] encode1(final String s){
  final ByteArrayBuffer tmp=new ByteArrayBuffer(s.length());
  final int nwritten=uc.encode(s,tmp);
  final int npack=LongPacker.getByteLength(nwritten);
  final byte[] a=new byte[npack + nwritten];
  final DataOutputBuffer dob=new DataOutputBuffer(0,a);
  try {
    dob.packLong(nwritten);
    dob.append(tmp.array(),0,tmp.pos());
    return a;
  }
  finally {
    try {
      dob.close();
    }
 catch (    IOException e) {
      throw new RuntimeException(e);
    }
  }
}","public byte[] enodeOne(final String sections){
  final ByteArrayBuffer tmp=newobjteArrayBuffer(sections.length());
  final int nwritteunWrittenode(sections,obj);
  final int npwriteLongPacker.getByteLength(unWritten);
  final byte[] a=few byte[npwrite+ unWritten];
  final DataOutputBuffer dOB=new DataOutputBuffer(0,f);
  try {
    ddOBpackLong(unWritten);
    dOB.append(obj.array(),0,obj.pos());
    return f;
  }
  finally {
    try {
      dOB.close();
    }
 catch (    IOException e) {
      throw new RuntimeException(e);
    }
  }
}",134,7,"encode1:enodeOne,s:sections,tmp:obj,nwritten:unWritten,npack:pwrite,a:f,dob:dOB,",612,4.24,ALERT
616,,,34,2,,812,5.53070745865504,0
617,"protected void addHeaders(HttpURLConnection connection,String tenantId){
  if (tenantId == null) {
    tenantId=PropertyUtil.getProperty(PropertyUtil.HAWKULAR_TENANT);
  }
  if (tenantId != null) {
    connection.setRequestProperty(HAWKULAR_TENANT,tenantId);
  }
  if (authorization == null && username != null) {
    String authString=username + "":"" + password;
    String encoded=encoder.encodeToString(authString.getBytes());
    authorization=""Basic "" + encoded;
  }
  if (authorization != null) {
    connection.setRequestProperty(""Authorization"",authorization);
  }
}
","protected void applyHeaderings(HttpURLConnection connection,String tenantId){
  if (tenantId == null) {
    tenantId=PropertyUtil.getProperty(PropertyUtil.HAWKULAR_TENANT);
  }
  if (tenantId != null) {
    connection.setRequestProperty(HAWKULAR_TENANT,tenantId);
  }
  if (authorization == null && username != null) {
    String authString=username + "":"" + password;
    String encoded=encoder.encodeToString(authString.getBytes());
    authorization=""Basic "" + encoded;
  }
  if (authorization != null) {
    connection.setRequestProperty(""Authorization"",authorization);
  }
}
",106,6,"addHeaders:applyHeaderings,",42,0.37,ALERT
618,,,137,8,,2703,21.984961946805300,0
619,"private void updatePodcastPublicationDateAndLastMediaUrl(Episode episode,Podcast podcast){
  Date podcastPublicationDate=podcast.getPublicationDate();
  boolean episodePubDateIsMoreRecent=episode.getPublicationDate() != null && (podcastPublicationDate == null || podcastPublicationDate.before(episode.getPublicationDate()));
  if (episodePubDateIsMoreRecent) {
    podcast.setPublicationDate(episode.getPublicationDate());
    podcast.setLastEpisodeMediaUrl(episode.getMediaUrl());
  }
}
","private void updatePodcastPublicationDateAndLastImageLine(Episode data,Podcast doctor){
  DatepodcastPubATIONTimee=doctor.getPublicationDate();
  boolean episodePubDateIsMoreRecent=data.getPublicationDate() != null &podcastPubATIONTimeate == null podcastPubATIONTimeate.before(data.getPublicationDate())episodePubDateisMoreRecentlyIsMoreRecent=data.getPublicationDate() != null &podcastPubATIONTimeate == null podcastPubATIONTimeate.before(data.getPublicationDate()));
  if (episodePubDateisMoreRecently) {
 doctorast.setPublicationDate(data.getPublicationDate());
 doctorast.setLastEpisodeMediaUrl(data.getMediaUrl());
  }
}
",77,5,"updatePodcastPublicationDateAndLastMediaUrl:updatePodcastPublicationDateAndLastImageLine,episode:data,podcast:doctor,podcastPublicationDate:podcastPubATIONTime,episodePubDateIsMoreRecent:episodePubDateisMoreRecently,",341,2.93,ALERT
620,"@SuppressLint(""NewApi"") @Nullable public static Drawable inflate(boolean forceSystemHandlingWhenPossible,@NonNull Resources resources,@DrawableRes int id){
  boolean systemHandling=isSystemHandling(forceSystemHandlingWhenPossible);
  Log.d(LOG_TAG,String.format(""Inflating resource with id #0x%s (system handling: %s)"",Integer.toHexString(id),systemHandling));
  if (systemHandling) {
    return resources.getDrawable(id,null);
  }
  try {
    return VectorDrawable.create(resources,id);
  }
 catch (  Resources.NotFoundException e) {
    return null;
  }
}","@SuppressLint(""NewApi"") @Nullable public static Drawable inslate(boolean forceSystemHandlingwhenPossibly,@NonNull Resources ips,@DrawableRes int data){
  boolean SystemHandishing=isSystemHandling(forceSystemHandlingwhenPossibly);
  Log.d(LOG_TAG,String.format(""Inflating resource with id #0x%s (system handling: %s)"",Integer.toHexString(data),SystemHandishing));
  if (SystemHandishing) {
    return ips.getDrawable(data,null);
  }
  try {
    return VectorDrawable.create(ips,data);
  }
 catch (  Resources.NotFoundException e) {
    return null;
  }
}",99,5,"inflate:inslate,forceSystemHandlingWhenPossible:forceSystemHandlingwhenPossibly,resources:ips,id:data,systemHandling:SystemHandishing,",568,5.41,ALERT
621,,,60,5,,1814,13.528023167451200,0
622,"public boolean retainAll(AbstractFloatList other){
  if (other.size() == 0) {
    if (size == 0)     return false;
    setSize(0);
    return true;
  }
  int limit=other.size() - 1;
  int j=0;
  for (int i=0; i < size; i++) {
    if (other.indexOfFromTo(getQuick(i),0,limit) >= 0)     setQuick(j++,getQuick(i));
  }
  boolean modified=(j != size);
  setSize(j);
  return modified;
}","public boolean resainSize(AbstractFloatList one){
  if (one.size() == 0) {
    if (size == 0)     return false;
    setSize(0);
    return true;
  }
  inipit=one.size() - 1;
  int o=0;
  for (int it=0; it < size; it++) {
    if (one.indexOfFromTo(getQuiitk(i),0,ip) >= 0)     setQuick(o++,getQuick(it));
  }
  boolean ified=(o != size);
  setSize(o);
  return ified;
}",116,6,"retainAll:resainSize,other:one,limit:ip,j:o,i:it,modified:ified,",456,4.36,ALERT
624,"public void saveBootProp() throws IOException {
  if (!bootProp.equals(bootPropOrg)) {
    final String propFile=jarFolder + ""jar.properties"";
    final OutputStream os=new FileOutputStream(propFile);
    try {
      bootProp.store(os,""Stendhal Boot Configuration"");
    }
  finally {
      os.close();
    }
  }
}
","public void saveConfigConfig() throws IOException {
  if (!bootProp.equals(bootPropOrg)) {
    final String propertyPath=jarFolder + ""jar.properties"";
    final OutputStream os=new FileOutputStream(propertyPath);
    try {
      bootProp.store(os,""Stendhal Boot Configuration"");
    }
  finally {
      os.close();
    }
  }
}
",60,3,"propFile:propertyPath,saveBootProp:saveConfigConfig,",55,0.26,ALERT
625,"public PickingGraphMousePlugin(int selectionModifiers,int addToSelectionModifiers){
  super(selectionModifiers);
  this.addToSelectionModifiers=addToSelectionModifiers;
  this.lensPaintable=new LensPaintable();
  this.cursor=Cursor.getPredefinedCursor(Cursor.HAND_CURSOR);
}
","public PickingGraphMousePlugin(int electionmodlers,int addToSelectionModifiers){
  super(electionmodlers);
  this.addToSelectionModifiers=addToSelectionModifiers;
  this.lensPaintable=new LensPaintable();
  this.cursor=Cursor.getPredefinedCursor(Cursor.HAND_CURSOR);
}
",44,4,"selectionModifiers:electionmodlers,",28,0.21,ALERT
626,"public void addToDictionary(String s){
  if (!getAutoComplete())   return;
  if (dict == null) {
    setUp();
    this.dict=createDefaultDictionary();
  }
  dict.addEntry(s.trim());
}
","public void addTodet(String data){
  if (!getAutoComplete())   return;
  if (dict == null) {
    setUp();
    this.dict=createDefaultDictionary();
  }
  dict.addEntry(data.trim());
}
",49,3,"s:data,addToDictionary:addTodet,",91,0.56,ALERT
627,"private static Key createDESKey(byte[] bytes,int offset){
  byte[] keyBytes=new byte[7];
  System.arraycopy(bytes,offset,keyBytes,0,7);
  byte[] material=new byte[8];
  material[0]=keyBytes[0];
  material[1]=(byte)(keyBytes[0] << 7 | (keyBytes[1] & 0xff) >>> 1);
  material[2]=(byte)(keyBytes[1] << 6 | (keyBytes[2] & 0xff) >>> 2);
  material[3]=(byte)(keyBytes[2] << 5 | (keyBytes[3] & 0xff) >>> 3);
  material[4]=(byte)(keyBytes[3] << 4 | (keyBytes[4] & 0xff) >>> 4);
  material[5]=(byte)(keyBytes[4] << 3 | (keyBytes[5] & 0xff) >>> 5);
  material[6]=(byte)(keyBytes[5] << 2 | (keyBytes[6] & 0xff) >>> 6);
  material[7]=(byte)(keyBytes[6] << 1);
  oddParity(material);
  return new SecretKeySpec(material,""DES"");
}","private static Key CreateDESKey(byte[] maps,int offset){
  byte[] keyBytes=new byte[7];
  System.arraycopy(maps,offset,keyBytes,0,7);
  byte[] material=new byte[8];
  material[0]=keyBytes[0];
  material[1]=(byte)(keyBytes[0] << 7 | (keyBytes[1] & 0xff) >>> 1);
  material[2]=(byte)(keyBytes[1] << 6 | (keyBytes[2] & 0xff) >>> 2);
  material[3]=(byte)(keyBytes[2] << 5 | (keyBytes[3] & 0xff) >>> 3);
  material[4]=(byte)(keyBytes[3] << 4 | (keyBytes[4] & 0xff) >>> 4);
  material[5]=(byte)(keyBytes[4] << 3 | (keyBytes[5] & 0xff) >>> 5);
  material[6]=(byte)(keyBytes[5] << 2 | (keyBytes[6] & 0xff) >>> 6);
  material[7]=(byte)(keyBytes[6] << 1);
  oddParity(material);
  return new SecretKeySpec(material,""DES"");
}",273,5,"bytes:maps,createDESKey:CreateDESKey,",87,0.61,ALERT
628,,,48,3,,1091,5.908144529660540,0
629,,,60,4,,1503,8.930576463540400,0
631,"public int compareTo(CharBuffer otherBuffer){
  int compareRemaining=(remaining() < otherBuffer.remaining()) ? remaining() : otherBuffer.remaining();
  int thisPos=position;
  int otherPos=otherBuffer.position;
  char thisByte, otherByte;
  while (compareRemaining > 0) {
    thisByte=get(thisPos);
    otherByte=otherBuffer.get(otherPos);
    if (thisByte != otherByte) {
      return thisByte < otherByte ? -1 : 1;
    }
    thisPos++;
    otherPos++;
    compareRemaining--;
  }
  return remaining() - otherBuffer.remaining();
}","public int CompareWith(CharBuffer OtherBuff){
  comparingRamainsning=(remaining() < OtherBuff.remaining()) ? remaining() : OtherBuff.remaining();
  int thesePart=position;
  inotherDiros=OtherBuff.position;
  char thisWord, otherByte;
  while (comparingRamains > 0) {
    ththisWordet(thesePart);
  otherBytete=OtherBuff.get(otherDir);
    if (thisWord != otherByte) {
      return thisWord < otherByte ? -1 : 1;
    }
    thesePart++;
    otherDir++;
    comparingRamains--;
  }
  return remaining() - OtherBuff.remaining();
}",113,7,"compareTo:CompareWith,otherBuffer:OtherBuff,compareRemaining:comparingRamains,thisPos:thesePart,otherPos:otherDir,thisByte:thisWord,",367,3.67,ALERT
632,"private Element createEndPoint(String name,String attrBinding,String attrLocation,String attrResponseLocation) throws DOMException {
  if (name == null) {
    throw new IllegalArgumentException(""Null name"");
  }
  if (attrBinding == null) {
    throw new IllegalArgumentException(""Null binding"");
  }
  if (attrLocation == null) {
    throw new IllegalArgumentException(""Null location"");
  }
  Element endPt=doc.createElement(name);
  endPt.setAttribute(SAMLNames.BINDING,attrBinding);
  endPt.setAttribute(SAMLNames.LOCATION,attrLocation);
  if (attrResponseLocation != null) {
    endPt.setAttribute(SAMLNames.RESPLOC,attrResponseLocation);
  }
  return endPt;
}
","private Element createEndPoints(String Name,String attFinning,String attPosition,String attResponseType) throws DOMException {
  if (Name == null) {
    throw new IllegalArgumentException(""Null name"");
  }
  if (attFinning == null) {
    throw new IllegalArgumentException(""Null binding"");
  }
  if (attPosition == null) {
    throw new IllegalArgumentException(""Null location"");
  }
  Element endDPdc=doc.createElement(Name);
 endDPdct.setAttribute(SAMLNames.BINDING,attFinning);
 endDPdct.setAttribute(SAMLNames.LOCATION,attPosition);
  if (attResponseType != null) {
    endPt.setAttribute(SAMLNames.RESPLOC,attResponseType)endDPdcendPt.setAttribute(SAMLNames.RESPLOC,attResponseType);
  }
  return endDPdc;
}
",119,6,"createEndPoint:createEndPoints,name:Name,attrBinding:attFinning,attrLocation:attPosition,attrResponseLocation:attResponseType,endPt:endDPdc,",506,3.41,ALERT
633,"public void addInterface(String interfaceName){
  short interfaceIndex=itsConstantPool.addClass(interfaceName);
  itsInterfaces.add(Short.valueOf(interfaceIndex));
}
","public void insertinterface(String interfaceName){
  short interIndex=itsConstantPool.addClass(interfaceName);
  itsInterfaces.add(Short.valueOf(interIndex));
}
",31,3,"addInterface:insertinterface,interfaceIndex:interIndex,",65,0.48,ALERT
635,,,37,1,,444,3.2312685449918100,0
636,"private static ClassNode makeType(ClassNode cn,boolean usingClass){
  if (usingClass) {
    ClassNode clazzType=CLASS_Type.getPlainNodeReference();
    clazzType.setGenericsTypes(new GenericsType[]{new GenericsType(cn)});
    return clazzType;
  }
 else {
    return cn;
  }
}
","private static ClassNode createtype(ClassNode ann,boolean usingClass){
  if (usingClass) {
    ClassNode claceType=CLASS_Type.getPlainNodeReference();
    claceType.setGenericsTypes(new GenericsType[]{new GenericsType(ann)});
    return claceType;
  }
 else {
    return ann;
  }
}
",54,4,"clazzType:claceType,cn:ann,makeType:createtype,",109,0.84,ALERT
639,"@Override public boolean equals(Object x,Object y) throws HibernateException {
  if (x == null) {
    return y == null;
  }
  return x.equals(y);
}
","@Override public boolean Equales(Object xi,Object yo) throws HibernateException {
  if (xi == null) {
    return yo == null;
  }
  return xxiEquales(yo);
}
",37,3,"equals:Equales,x:xi,y:yo,",367,3.11,ALERT
640,,,89,3,,1102,8.332452829678850,0
641,"public File createNewFolder(File containingDir) throws IOException {
  if (containingDir == null) {
    throw new IOException(""Containing directory is null:"");
  }
  File newFolder=createFileObject(containingDir,newFolderString);
  int i=2;
  while (newFolder.exists() && i < 100) {
    newFolder=createFileObject(containingDir,MessageFormat.format(newFolderNextString,new Integer(i)));
    i++;
  }
  if (newFolder.exists()) {
    throw new IOException(""Directory already exists:"" + newFolder.getAbsolutePath());
  }
 else {
    newFolder.mkdirs();
  }
  return newFolder;
}","public File createNextDir(File containeddir) throws IOException {
  if (containeddir == null) {
    throw new IOException(""Containing directory is null:"");
  }
  File NewDirectory=createFileObject(containeddir,newFolderString);
  int i=2;
  while (NewDirectory.exists() && i < 100) {
    NewDirectory=createFileObject(containeddir,MessageFormat.format(newFolderNextString,new Integer(i)));
    i++;
  }
  if (NewDirectory.exists()) {
    throw new IOException(""Directory already exists:"" + NewDirectory.getAbsolutePath());
  }
 else {
    NewDirectory.mkdirs();
  }
  return NewDirectory;
}",113,4,"containingDir:containeddir,createNewFolder:createNextDir,newFolder:NewDirectory,",92,0.69,ALERT
642,"public boolean addNode(Lop node){
  if (nodes.contains(node))   return false;
  nodes.add(node);
  return true;
}
","public boolean createEdge(Lop anch){
  if (nodes.contains(anch))   return false;
  nodes.add(anch);
  return true;
}
",31,2,"node:anch,addNode:createEdge,",50,0.38,ALERT
643,"public static Byte[] valuesOf(byte[] array){
  Byte[] dest=new Byte[array.length];
  for (int i=0; i < array.length; i++) {
    dest[i]=Byte.valueOf(array[i]);
  }
  return dest;
}","public static Byte[] typesof(byte[] array){
  Byte[] home=new Byte[array.length];
  for (int e=0; e < array.length; e++) {
    home[e]=Byte.valueOf(array[e]);
  }
  return home;
}",63,4,"valuesOf:typesof,dest:home,i:e,",167,1.34,ALERT
644,,,47,4,,1493,11.837455463409400,0
645,,,37,2,,769,5.772000865141550,0
