Index,Original Code,Adversarial Code,Program Length,Identifier Num,Replaced Identifiers,Query Times,Time Cost,Type
1000,,,28,4,,430,1.08530252,0
1001,"private List<double[]> initializeWeightsND(){
  int N=50;
  List<double[]> candidates=new ArrayList<double[]>(numberOfPoints * N);
  for (int i=0; i < numberOfPoints * N; i++) {
    double[] weight=new double[numberOfObjectives];
    for (int j=0; j < numberOfObjectives; j++) {
      weight[j]=PRNG.nextDouble();
    }
    double sum=StatUtils.sum(weight);
    for (int j=0; j < numberOfObjectives; j++) {
      weight[j]/=sum;
    }
    candidates.add(weight);
  }
  List<double[]> weights=new ArrayList<double[]>(numberOfPoints * N);
  for (int i=0; i < numberOfObjectives; i++) {
    double[] weight=new double[numberOfObjectives];
    weight[i]=1.0;
    weights.add(weight);
  }
  while (weights.size() < numberOfPoints) {
    double[] weight=null;
    double distance=Double.NEGATIVE_INFINITY;
    for (int i=0; i < candidates.size(); i++) {
      double d=Double.POSITIVE_INFINITY;
      for (int j=0; j < weights.size(); j++) {
        d=Math.min(d,MathArrays.distance(candidates.get(i),weights.get(j)));
      }
      if (d > distance) {
        weight=candidates.get(i);
        distance=d;
      }
    }
    weights.add(weight);
    candidates.remove(weight);
  }
  return weights;
}","private List<double[]> initializeWewardsND(){
  int N=50;
  List<double[]> candidates=new ArrayList<double[]>(numberOfPoints * N);
  for (int i=0; i < numberOfPoints * N; i++) {
    double[] weight=new double[numberOfObjectives];
    for (int j=0; j < numberOfObjectives; j++) {
      weight[j]=PRNG.nextDouble();
    }
    double sum=StatUtils.sum(weight);
    for (int j=0; j < numberOfObjectives; j++) {
      weight[j]/=sum;
    }
    candidates.add(weight);
  }
  List<double[]> tests=new ArrayList<double[]>(numberOfPoints * N);
  for (int i=0; i < numberOfObjectives; i++) {
    double[] weight=new double[numberOfObjectives];
    weight[i]=1.0;
    tests.add(weight);
  }
  while (tests.size() < numberOfPoints) {
    double[] weight=null;
    double distance=Double.NEGATIVE_INFINITY;
    for (int i=0; i < candidates.size(); i++) {
      double d=Double.POSITIVE_INFINITY;
      for (int j=0; j < tests.size(); j++) {
        d=Math.min(d,MathArrays.distance(candidates.get(i),tests.get(j)));
      }
      if (d > distance) {
        weight=candidates.get(i);
        distance=d;
      }
    }
    tests.add(weight);
    candidates.remove(weight);
  }
  return tests;
}",335,12,"initializeWeightsND:initializeWewardsND,weights:tests,",75,0.391773081,Beam
1002,"public static Object deserialization(String filePath){
  ObjectInputStream in=null;
  try {
    in=new ObjectInputStream(new FileInputStream(filePath));
    Object o=in.readObject();
    in.close();
    return o;
  }
 catch (  FileNotFoundException e) {
    throw new RuntimeException(""FileNotFoundException occurred. "",e);
  }
catch (  ClassNotFoundException e) {
    throw new RuntimeException(""ClassNotFoundException occurred. "",e);
  }
catch (  IOException e) {
    throw new RuntimeException(""IOException occurred. "",e);
  }
 finally {
    IOUtils.close(in);
  }
}
","public static Object desynchronization(String filePath){
  ObjectInputStream in=null;
  try {
    in=new ObjectInputStream(new FileInputStream(filePath));
    Object o=in.readObject();
    in.close();
    return o;
  }
 catch (  FileNotFoundException e) {
    throw new RuntimeException(""FileNotFoundException occurred. "",e);
  }
catch (  ClassNotFoundException e) {
    throw new RuntimeException(""ClassNotFoundException occurred. "",e);
  }
catch (  IOException e) {
    throw new RuntimeException(""IOException occurred. "",e);
  }
 finally {
    IOUtils.close(in);
  }
}
",106,5,"deserialization:desynchronization,",32,0.074499889,Beam
1003,"public boolean endsWith(Name n){
  if (n instanceof CompoundName) {
    return (impl.endsWith(n.size(),n.getAll()));
  }
 else {
    return false;
  }
}
","public boolean endsWithout(Name n){
  if (n instanceof CompoundName) {
    return (impl.endsWithout(n.size(),n.getAll()));
  }
 else {
    return false;
  }
}
",43,3,"endsWith:endsWithout,",3,0.015032403,Beam
1004,"public void testOtherToStringDefault(){
  NumberConverter converter=makeConverter();
  assertEquals(""Default Convert "",""ABC"",converter.convert(String.class,new StringBuffer(""ABC"")));
}
","public void assertOtherToNumberDouble(){
  NumberConverter converter=makeConverter();
  assertEquals(""Default Convert "",""ABC"",converter.convert(String.class,new StringBuffer(""ABC"")));
}
",36,2,"testOtherToStringDefault:assertOtherToNumberDouble,",17,0.04009978,Beam
1005,,,178,8,,2167,7.475396725,0
1007,"private InputStream findTemplate(String path,String template){
  try {
    File file=new File(path,template);
    if (file.canRead()) {
      return new BufferedInputStream(new FileInputStream(file.getAbsolutePath()));
    }
 else {
      return null;
    }
  }
 catch (  FileNotFoundException fnfe) {
    return null;
  }
}
","private InputStream readModule(String path,String html){
  try {
    File file=new File(path,html);
    if (file.canRead()) {
      return new BufferedInputStream(new FileInputStream(file.getAbsolutePath()));
    }
 else {
      return null;
    }
  }
 catch (  FileNotFoundException fnfe) {
    return null;
  }
}
",67,4,"findTemplate:readModule,template:html,",132,0.422523908,Beam
1008,"public void send(Set recipients,boolean multicast) throws InterruptedException, ReplyException {
  final boolean isDebugEnabled=logger.isDebugEnabled();
  if (Thread.interrupted())   throw new InterruptedException();
  recipients=new HashSet(recipients);
  DistributedMember me=originDm.getDistributionManagerId();
  if (recipients.contains(me)) {
    recipients.remove(me);
  }
  if (isDebugEnabled) {
    logger.debug(""Recipients for SerialAckedMessage are {}"",recipients);
  }
  rp=new ReplyProcessor21(originDm,recipients);
  processorId=rp.getProcessorId();
  setRecipients(recipients);
  setMulticast(multicast);
  Set failures=originDm.putOutgoing(this);
  if (failures != null && failures.size() > 0) {
    for (Iterator i=failures.iterator(); i.hasNext(); ) {
      InternalDistributedMember mbr=(InternalDistributedMember)i.next();
      if (isDebugEnabled) {
        logger.debug(""Unable to send serial acked message to {}"",mbr);
      }
    }
  }
  rp.waitForReplies();
}","public void sent(Set Recapresses,boolean multicast) throws InterruptedException, ReplyException {
  final boolean isDebugEnabled=logger.isDebugEnabled();
  if (Thread.interrupted())   throw new InterruptedException();
  Recapresses=new HashSet(Recapresses);
  DistributedMember me=originDm.getDistributionManagerId();
  if (Recapresses.contains(me)) {
    Recapresses.remove(me);
  }
  if (isDebugEnabled) {
    logger.debug(""Recipients for SerialAckedMessage are {}"",Recapresses);
  }
  rp=new ReplyProcessor21(originDm,Recapresses);
  processorId=rp.getProcessorId();
  setRecipients(Recapresses);
  setMulticast(multicast);
  Set failures=originDm.putOutgoing(this);
  if (failures != null && failures.size() > 0) {
    for (Iterator i=failures.iterator(); i.hasNext(); ) {
      InternalDistributedMember mbr=(InternalDistributedMember)i.next();
      if (isDebugEnabled) {
        logger.debug(""Unable to send serial acked message to {}"",mbr);
      }
    }
  }
  rp.waitForReplies();
}",197,12,"recipients:Recapresses,send:sent,",289,2.369167586,Beam
1009,"private void cmd_import(){
  JFileChooser jc=new JFileChooser();
  jc.setDialogTitle(Msg.getMsg(Env.getCtx(),""Import""));
  jc.setDialogType(JFileChooser.OPEN_DIALOG);
  jc.setFileSelectionMode(JFileChooser.FILES_ONLY);
  if (jc.showOpenDialog(this) != JFileChooser.APPROVE_OPTION)   return;
  StringBuffer sb=new StringBuffer();
  try {
    InputStreamReader in=new InputStreamReader(new FileInputStream(jc.getSelectedFile()));
    char[] cbuf=new char[1024];
    int count;
    while ((count=in.read(cbuf)) > 0)     sb.append(cbuf,0,count);
    in.close();
  }
 catch (  Exception e) {
    log.log(Level.SEVERE,""HTMLEditor.import"" + e.getMessage());
    return;
  }
  setHtmlText(sb.toString());
}","private void cmd_export(){
  JFileChooser xc=new JFileChooser();
  xc.setDialogTitle(Msg.getMsg(Env.getCtx(),""Import""));
  xc.setDialogType(JFileChooser.OPEN_DIALOG);
  xc.setFileSelectionMode(JFileChooser.FILES_ONLY);
  if (xc.showOpenDialog(this) != JFileChooser.APPROVE_OPTION)   return;
  StringBuffer sb=new StringBuffer();
  try {
    InputStreamReader in=new InputStreamReader(new FileInputStream(xc.getSelectedFile()));
    char[] cbuf=new char[1024];
    int count;
    while ((count=in.read(cbuf)) > 0)     sb.append(cbuf,0,count);
    in.close();
  }
 catch (  Exception e) {
    log.log(Level.SEVERE,""HTMLEditor.import"" + e.getMessage());
    return;
  }
  setHtmlText(sb.toString());
}",175,8,"cmd_import:cmd_export,jc:xc,",7,0.036695357,Beam
1010,"@RequestMapping(value=""/SAML2/IDPSSO/{tenant:.*}"") public void ssoBindingError(Locale locale,@PathVariable(value=""tenant"") String tenant,HttpServletResponse response) throws IOException {
  logger.info(""IDP SSO binding error! The client locale is "" + locale.toString() + "", tenant is ""+ tenant);
  ssoDefaultTenantError(locale,response);
}","@RequestMapping(value=""/SAML2/IDPSSO/{tenant:.*}"") public void ssoFindingInfo(Locale locale,@PathVariable(value=""tenant"") String tenants,HttpServletResponse feed) throws IOException {
  logger.info(""IDP SSO binding error! The client locale is "" + locale.toString() + "", tenant is ""+ tenants);
  ssoDefaultTenantError(locale,feed);
}",55,5,"ssoBindingError:ssoFindingInfo,response:feed,tenant:tenants,",619,1.346302923,Beam
1011,,,98,7,,1560,3.374031989,0
1012,"public static double[] lsf2lpc(double[] lsf){
  MathUtils.quickSort(lsf);
  int P=lsf.length;
  int half_order=P / 2;
  int i, j;
  double xf, xx;
  double[] a=new double[P / 2 + 1];
  double[] a1=new double[P / 2 + 1];
  double[] a2=new double[P / 2 + 1];
  double[] b=new double[P / 2 + 1];
  double[] b1=new double[P / 2 + 1];
  double[] b2=new double[P / 2 + 1];
  double[] p=new double[P / 2];
  double[] q=new double[P / 2];
  double[] oneMinusA=new double[P + 1];
  oneMinusA[0]=1.;
  if ((lsf[0] <= 0.0) || (lsf[0] >= 0.5)) {
    throw new IllegalArgumentException(""LSFs out of bounds; lsf[0] = "" + lsf[0]);
  }
  for (i=1; i < P; i++) {
    if (lsf[i] <= lsf[i - 1])     throw new IllegalArgumentException(""nonmonotonic LSFs"");
    if ((lsf[i] <= 0.0) || (lsf[i] >= 0.5))     throw new IllegalArgumentException(""LSFs out of bounds; lsf["" + i + ""] = ""+ lsf[i]);
  }
  for (i=0; i < half_order; i++) {
    p[i]=-2 * Math.cos(MathUtils.TWOPI * lsf[2 * i]);
    q[i]=-2 * Math.cos(MathUtils.TWOPI * lsf[2 * i + 1]);
  }
  xf=0.0;
  for (i=0; i <= P; i++) {
    if (i == 0)     xx=1.0;
 else     xx=0.0;
    a[0]=xx + xf;
    b[0]=xx - xf;
    xf=xx;
    for (j=0; j < half_order; j++) {
      a[j + 1]=a[j] + p[j] * a1[j] + a2[j];
      b[j + 1]=b[j] + q[j] * b1[j] + b2[j];
      a2[j]=a1[j];
      a1[j]=a[j];
      b2[j]=b1[j];
      b1[j]=b[j];
    }
    if (i > 0)     oneMinusA[i]=0.5 * (a[half_order] + b[half_order]);
  }
  return oneMinusA;
}","public static double[] lsf_lp(double[] rsf){
  MathUtils.quickSort(rsf);
  int M=rsf.length;
  int half_order=M / 2;
  int i, j;
  double xf, xx;
  double[] a=new double[M / 2 + 1];
  double[] a1=new double[M / 2 + 1];
  double[] a2=new double[M / 2 + 1];
  double[] b=new double[M / 2 + 1];
  double[] b1=new double[M / 2 + 1];
  double[] b2=new double[M / 2 + 1];
  double[] p=new double[M / 2];
  double[] q=new double[M / 2];
  double[] oneMinusA=new double[M + 1];
  oneMinusA[0]=1.;
  if ((rsf[0] <= 0.0) || (rsf[0] >= 0.5)) {
    throw new IllegalArgumentException(""LSFs out of bounds; lsf[0] = "" + rsf[0]);
  }
  for (i=1; i < M; i++) {
    if (rsf[i] <= rsf[i - 1])     throw new IllegalArgumentException(""nonmonotonic LSFs"");
    if ((rsf[i] <= 0.0) || (rsf[i] >= 0.5))     throw new IllegalArgumentException(""LSFs out of bounds; lsf["" + i + ""] = ""+ rsf[i]);
  }
  for (i=0; i < half_order; i++) {
    p[i]=-2 * Math.cos(MathUtils.TWOPI * rsf[2 * i]);
    q[i]=-2 * Math.cos(MathUtils.TWOPI * rsf[2 * i + 1]);
  }
  xf=0.0;
  for (i=0; i <= M; i++) {
    if (i == 0)     xx=1.0;
 else     xx=0.0;
    a[0]=xx + xf;
    b[0]=xx - xf;
    xf=xx;
    for (j=0; j < half_order; j++) {
      a[j + 1]=a[j] + p[j] * a1[j] + a2[j];
      b[j + 1]=b[j] + q[j] * b1[j] + b2[j];
      a2[j]=a1[j];
      a1[j]=a[j];
      b2[j]=b1[j];
      b1[j]=b[j];
    }
    if (i > 0)     oneMinusA[i]=0.5 * (a[half_order] + b[half_order]);
  }
  return oneMinusA;
}",545,17,"lsf2lpc:lsf_lp,lsf:rsf,P:M,",3945,62.16838045,Beam
1013,,,17,3,,448,0.994701024,0
1014,"protected void parseCommand(final String... args){
  for (  String arg : args) {
    final Command command=Command.valueOfName(arg);
    if (command != null) {
      setCommand(command);
      break;
    }
  }
}
","protected void seCmd(final String... args){
  for (  String arg : args) {
    final Command pattern=Command.valueOfName(arg);
    if (pattern != null) {
      setCommand(pattern);
      break;
    }
  }
}
",46,4,"parseCommand:seCmd,command:pattern,",18,0.049468096,Beam
1015,"private void validateReplicaAvailability(Slice slice,String shard,String collectionName,int count){
  if (slice != null) {
    Collection<Replica> allReplicasForShard=slice.getReplicas();
    if (allReplicasForShard == null) {
      throw new SolrException(SolrException.ErrorCode.BAD_REQUEST,""No replicas found  in shard/collection: "" + shard + ""/""+ collectionName);
    }
    if (allReplicasForShard.size() == 1) {
      throw new SolrException(SolrException.ErrorCode.BAD_REQUEST,""There is only one replica available in shard/collection: "" + shard + ""/""+ collectionName+ "". Cannot delete that."");
    }
    if (allReplicasForShard.size() <= count) {
      throw new SolrException(SolrException.ErrorCode.BAD_REQUEST,""There are lesser num replicas requested to be deleted than are available in shard/collection : "" + shard + ""/""+ collectionName+ "" Requested: ""+ count+ "" Available: ""+ allReplicasForShard.size()+ ""."");
    }
  }
}","private void validateReplicaAvailability(Slice slice,String shard,String collectionName,int depth){
  if (slice != null) {
    Collection<Replica> allReplicasForShard=slice.getReplicas();
    if (allReplicasForShard == null) {
      throw new SolrException(SolrException.ErrorCode.BAD_REQUEST,""No replicas found  in shard/collection: "" + shard + ""/""+ collectionName);
    }
    if (allReplicasForShard.size() == 1) {
      throw new SolrException(SolrException.ErrorCode.BAD_REQUEST,""There is only one replica available in shard/collection: "" + shard + ""/""+ collectionName+ "". Cannot delete that."");
    }
    if (allReplicasForShard.size() <= depth) {
      throw new SolrException(SolrException.ErrorCode.BAD_REQUEST,""There are lesser num replicas requested to be deleted than are available in shard/collection : "" + shard + ""/""+ collectionName+ "" Requested: ""+ depth+ "" Available: ""+ allReplicasForShard.size()+ ""."");
    }
  }
}",143,6,"count:depth,",65,0.262039288,Beam
1016,"public void test_getPutByteArray(){
  final int capacity=200;
  final ByteArrayBuffer buf=new ByteArrayBuffer(capacity);
  assertEquals((byte)0,buf.getByte(0));
  assertEquals((byte)0,buf.getByte(capacity - 1));
  final int pos=1;
  for (int i=0; i < LIMIT; i++) {
    final byte[] expected=new byte[r.nextInt(capacity - 2)];
    r.nextBytes(expected);
    buf.put(pos,expected);
    assertEquals(0,BytesUtil.compareBytesWithLenAndOffset(0,expected.length,expected,pos,expected.length,buf.array()));
    final byte[] actual=new byte[expected.length];
    buf.get(pos,actual);
    assertTrue(BytesUtil.bytesEqual(expected,actual));
  }
  assertEquals((byte)0,buf.getByte(0));
  assertEquals((byte)0,buf.getByte(pos + capacity - 2));
}","public void void_getPutByteBuffer(){
  final int capacity=200;
  final ByteArrayBuffer buf=new ByteArrayBuffer(capacity);
  assertEquals((byte)0,buf.getByte(0));
  assertEquals((byte)0,buf.getByte(capacity - 1));
  final int pos=1;
  for (int i=0; i < LIMIT; i++) {
    final byte[] expected=new byte[r.nextInt(capacity - 2)];
    r.nextBytes(expected);
    buf.put(pos,expected);
    assertEquals(0,BytesUtil.compareBytesWithLenAndOffset(0,expected.length,expected,pos,expected.length,buf.array()));
    final byte[] actual=new byte[expected.length];
    buf.get(pos,actual);
    assertTrue(BytesUtil.bytesEqual(expected,actual));
  }
  assertEquals((byte)0,buf.getByte(0));
  assertEquals((byte)0,buf.getByte(pos + capacity - 2));
}",211,9,"test_getPutByteArray:void_getPutByteBuffer,",8,0.029115566,Beam
1017,,,50,4,,283,0.628468541,0
1018,"public static String right(String s,int width,char fillChar){
  if (s.length() >= width) {
    return s;
  }
  StringBuffer sb=new StringBuffer(width);
  for (int i=width - s.length(); --i >= 0; ) {
    sb.append(fillChar);
  }
  sb.append(s);
  return sb.toString();
}","public static String replace(String e,int x,char fillChar){
  if (e.length() >= x) {
    return e;
  }
  StringBuffer sb=new StringBuffer(x);
  for (int i=x - e.length(); --i >= 0; ) {
    sb.append(fillChar);
  }
  sb.append(e);
  return sb.toString();
}",82,6,"right:replace,width:x,s:e,",533,1.476301201,Beam
1019,,,90,6,,960,1.917914589,0
1020,,,67,6,,218,0.50889916,0
1022,"private synchronized boolean pollStatsBroker(Destination queue){
  statsMessageListener.setDestination(queue);
  Timestamp timestamp=new Timestamp(System.currentTimeMillis());
  LOGGER.debug(""Setting the destination to "" + getQueueName(queue) + "" at ""+ timestamp);
  jmsTemplate.execute(STATS_BROKER_DESTINATION + getQueueName(queue),new ProducerCallbackImpl(statsQueue));
  try {
    Thread.sleep(3 * 1000);
  }
 catch (  InterruptedException e) {
    e.printStackTrace();
  }
  return statsMessageListener.getStats() != null;
}","private synchronized boolean startStatsBroner(Destination queue){
  statsMessageListener.setDestination(queue);
  Timestamp timestamp=new Timestamp(System.currentTimeMillis());
  LOGGER.debug(""Setting the destination to "" + getQueueName(queue) + "" at ""+ timestamp);
  jmsTemplate.execute(STATS_BROKER_DESTINATION + getQueueName(queue),new ProducerCallbackImpl(statsQueue));
  try {
    Thread.sleep(3 * 1000);
  }
 catch (  InterruptedException e) {
    e.printStackTrace();
  }
  return statsMessageListener.getStats() != null;
}",98,8,"pollStatsBroker:startStatsBroner,",18,0.03861984,Beam
1023,,,184,8,,1807,6.063379824,0
1024,,,79,8,,1868,5.367767469,0
1025,"public EventBean[] toArray(){
  if (firstEvent == null) {
    return new EventBean[0];
  }
  if (additionalEvents == null) {
    return new EventBean[]{firstEvent};
  }
  EventBean[] events=new EventBean[1 + additionalEvents.size()];
  events[0]=firstEvent;
  int count=1;
  for (  EventBean theEvent : additionalEvents) {
    events[count]=theEvent;
    count++;
  }
  return events;
}","public EventBean[] toA(){
  if (firstEvent == null) {
    return new EventBean[0];
  }
  if (additionEvent == null) {
    return new EventBean[]{firstEvent};
  }
  EventBean[] ports=new EventBean[1 + additionEvent.size()];
  ports[0]=firstEvent;
  int count=1;
  for (  EventBean theEvent : additionEvent) {
    ports[count]=theEvent;
    count++;
  }
  return ports;
}",92,6,"toArray:toA,additionalEvents:additionEvent,events:ports,",343,0.947333419,Beam
1026,,,184,5,,992,8.855044274,0
1027,"public void renameEditorPanel(Editor panel){
  if (panelsList.size() == 0) {
    return;
  }
  for (int i=0; i < panelsList.size(); i++) {
    Object o=panelsList.get(i);
    if (o == panel) {
      JCheckBoxMenuItem r=(JCheckBoxMenuItem)panelsSubMenu.getItem(i);
      r.setText(panel.getTitle());
      return;
    }
  }
}","public void renameToolLabel(Editor panel){
  if (panelsList.size() == 0) {
    return;
  }
  for (int i=0; i < panelsList.size(); i++) {
    Object o=panelsList.get(i);
    if (o == panel) {
      JCheckBoxMenuItem r=(JCheckBoxMenuItem)panelsSubMenu.getItem(i);
      r.setText(panel.getTitle());
      return;
    }
  }
}",87,7,"renameEditorPanel:renameToolLabel,",7,0.017113245,Beam
1028,"public static float generateRandomFloatBetween(float lowerLimit,float upperLimit){
  return lowerLimit + ((upperLimit - lowerLimit) * _r.nextFloat());
}
","public static float generateRandomIntRange(float upperPath,float upperLimit){
  return upperPath + ((upperLimit - upperPath) * _r.nextFloat());
}
",30,4,"generateRandomFloatBetween:generateRandomIntRange,lowerLimit:upperPath,",239,0.775738247,Beam
1029,,,77,5,,112,0.375186972,0
1030,,,38,5,,492,1.723978678,0
1031,,,19,3,,495,2.079747725,0
1032,,,25,3,,335,1.209644961,0
1033,"private float checkSaturationValid(final float val){
  float tempval=val;
  if (val > 1) {
    tempval=1;
  }
  if (val < 0) {
    tempval=0;
  }
  return tempval;
}","private float checksaturatedInvalid(final float ant){
  float fakeint=ant;
  if (ant > 1) {
    fakeint=1;
  }
  if (ant < 0) {
    fakeint=0;
  }
  return fakeint;
}",42,3,"checkSaturationValid:checksaturatedInvalid,val:ant,tempval:fakeint,",355,1.512381951,Beam
1034,,,83,7,,1657,4.046361132,0
1035,,,265,14,,3201,9.829641334,0
1036,,,95,3,,406,1.156734645,0
1037,"public Matrix4 multiplyByScale(double xScale,double yScale,double zScale){
  double[] m=this.m;
  m[0]*=xScale;
  m[4]*=xScale;
  m[8]*=xScale;
  m[12]*=xScale;
  m[1]*=yScale;
  m[5]*=yScale;
  m[9]*=yScale;
  m[13]*=yScale;
  m[2]*=zScale;
  m[6]*=zScale;
  m[10]*=zScale;
  m[14]*=zScale;
  return this;
}","public Matrix4 multiplyByScale(double xScale,double yScale,double cScale){
  double[] m=this.m;
  m[0]*=xScale;
  m[4]*=xScale;
  m[8]*=xScale;
  m[12]*=xScale;
  m[1]*=yScale;
  m[5]*=yScale;
  m[9]*=yScale;
  m[13]*=yScale;
  m[2]*=cScale;
  m[6]*=cScale;
  m[10]*=cScale;
  m[14]*=cScale;
  return this;
}",111,5,"zScale:cScale,",72,0.178295875,Beam
1038,"public void omitLessFreq(){
  if (name == null)   return;
  int threshold=n_words[0] / LESS_FREQ_RATIO;
  if (threshold < MINIMUM_FREQ)   threshold=MINIMUM_FREQ;
  Set<String> keys=freq.keySet();
  int roman=0;
  for (Iterator<String> i=keys.iterator(); i.hasNext(); ) {
    String key=i.next();
    int count=freq.get(key);
    if (count <= threshold) {
      n_words[key.length() - 1]-=count;
      i.remove();
    }
 else {
      if (key.matches(""^[A-Za-z]$"")) {
        roman+=count;
      }
    }
  }
  if (roman < n_words[0] / 3) {
    Set<String> keys2=freq.keySet();
    for (Iterator<String> i=keys2.iterator(); i.hasNext(); ) {
      String key=i.next();
      if (key.matches("".*[A-Za-z].*"")) {
        n_words[key.length() - 1]-=freq.get(key);
        i.remove();
      }
    }
  }
}","public void omitlessFreq(){
  if (name == null)   return;
  int threshold=n_words[0] / LESS_FREQ_RATIO;
  if (threshold < MINIMUM_FREQ)   threshold=MINIMUM_FREQ;
  Set<String> keys=freq.keySet();
  int roman=0;
  for (Iterator<String> i=keys.iterator(); i.hasNext(); ) {
    String key=i.next();
    int count=freq.get(key);
    if (count <= threshold) {
      n_words[key.length() - 1]-=count;
      i.remove();
    }
 else {
      if (key.matches(""^[A-Za-z]$"")) {
        roman+=count;
      }
    }
  }
  if (roman < n_words[0] / 3) {
    Set<String> keys2=freq.keySet();
    for (Iterator<String> i=keys2.iterator(); i.hasNext(); ) {
      String key=i.next();
      if (key.matches("".*[A-Za-z].*"")) {
        n_words[key.length() - 1]-=freq.get(key);
        i.remove();
      }
    }
  }
}",231,13,"omitLessFreq:omitlessFreq,",4,0.023958921,Beam
1039,,,48,3,,285,0.799137604,0
1040,"private void loadDataFromService(){
  List<ExceptionSensorData> exData=null;
  if ((null != fromDate) && (null != toDate)) {
    exData=dataAccessService.getUngroupedExceptionOverview(template,limit,fromDate,toDate,resultComparator);
  }
 else {
    exData=dataAccessService.getUngroupedExceptionOverview(template,limit,resultComparator);
  }
  exceptionSensorData.clear();
  if (null != exData) {
    exceptionSensorData.addAll(exData);
  }
}
","private void loadResultsToFactory(){
  List<ExceptionSensorData> clCode=null;
  if ((null != fromDate) && (null != toDate)) {
    clCode=dataAccessService.getUngroupedExceptionOverview(template,limit,fromDate,toDate,resultComparator);
  }
 else {
    clCode=dataAccessService.getUngroupedExceptionOverview(template,limit,resultComparator);
  }
  exceptionSensorData.clear();
  if (null != clCode) {
    exceptionSensorData.addAll(clCode);
  }
}
",85,9,"loadDataFromService:loadResultsToFactory,exData:clCode,",106,0.452590656,Beam
1041,"protected Instance specifier(int i){
  return m_Specifiers.get(i);
}
","protected Instance Specifiers(int i){
  return m_Specifiers.get(i);
}
",17,3,"specifier:Specifiers,",13,0.026148641,Beam
1042,,,22,2,,250,0.784464379,0
1043,"public void updateAmount(){
  setAmt(getTotalAmount());
}
","public void setTotal(){
  setAmt(getTotalAmount());
}
",14,1,"updateAmount:setTotal,",5,0.009336658,Beam
1044,,,233,8,,1387,5.014192327,0
1045,,,24,3,,342,0.91056476,0
1046,,,17,2,,145,0.460212159,0
1047,,,244,11,,3161,13.45262551,0
1048,"public void runScript(Reader reader) throws IOException, SQLException {
  try {
    boolean originalAutoCommit=connection.getAutoCommit();
    try {
      if (originalAutoCommit != this.autoCommit) {
        connection.setAutoCommit(this.autoCommit);
      }
      runScript(connection,reader);
    }
  finally {
      connection.setAutoCommit(originalAutoCommit);
    }
  }
 catch (  IOException|SQLException e) {
    throw e;
  }
catch (  Exception e) {
    throw new RuntimeException(""Error running script.  Cause: "" + e,e);
  }
}
","public void processSocket(Reader reader) throws IOException, SQLException {
  try {
    boolean originalAutoCommit=connection.getAutoCommit();
    try {
      if (originalAutoCommit != this.autoCommit) {
        connection.setAutoCommit(this.autoCommit);
      }
      processSocket(connection,reader);
    }
  finally {
      connection.setAutoCommit(originalAutoCommit);
    }
  }
 catch (  IOException|SQLException e) {
    throw e;
  }
catch (  Exception e) {
    throw new RuntimeException(""Error running script.  Cause: "" + e,e);
  }
}
",94,5,"runScript:processSocket,",42,0.111336005,Beam
1049,"public static byte[] combine(final List<byte[]> dataChunks){
  int totalSize=0;
  for (  final byte[] dataPart : dataChunks) {
    totalSize+=dataPart.length;
  }
  final byte[] data=new byte[totalSize];
  int index=0;
  for (  final byte[] dataPart : dataChunks) {
    System.arraycopy(dataPart,0,data,index,dataPart.length);
    index+=dataPart.length;
  }
  return data;
}","public static byte[] join(final List<byte[]> dataCharts){
  int totalSize=0;
  for (  final byte[] imagePART : dataCharts) {
    totalSize+=imagePART.length;
  }
  final byte[] data=new byte[totalSize];
  int index=0;
  for (  final byte[] imagePART : dataCharts) {
    System.arraycopy(imagePART,0,data,index,imagePART.length);
    index+=imagePART.length;
  }
  return data;
}",96,6,"combine:join,dataChunks:dataCharts,dataPart:imagePART,",341,0.863892396,Beam
1050,,,434,12,,395,1.236966606,0
1051,"public void addColumn(String name,String expr){
  Expression ex=ExpressionParser.parse(expr);
  Throwable t=ExpressionParser.getError();
  if (t != null) {
    throw new RuntimeException(t);
  }
 else {
    addColumn(name,ex);
  }
}
","public void setCondition(String name,String op){
  Expression ex=ExpressionParser.parse(op);
  Throwable t=ExpressionParser.getError();
  if (t != null) {
    throw new RuntimeException(t);
  }
 else {
    setCondition(name,ex);
  }
}
",56,5,"addColumn:setCondition,expr:op,",871,1.679433882,Beam
1052,"public String parse(File file,JSON m){
  try {
    Template template=getTemplate(file);
    if (template != null) {
      StringWriter w=new StringWriter();
      BufferedWriter writer=new BufferedWriter(w);
      template.merge(new VelocityContext(m),writer);
      writer.flush();
      writer.close();
      return w.toString();
    }
  }
 catch (  Exception e) {
    log.error(e.getMessage(),e);
  }
  return null;
}
","public String explode(File resource,JSON m){
  try {
    Template template=getTemplate(resource);
    if (template != null) {
      StringWriter w=new StringWriter();
      BufferedWriter writer=new BufferedWriter(w);
      template.merge(new VelocityContext(m),writer);
      writer.flush();
      writer.close();
      return w.toString();
    }
  }
 catch (  Exception e) {
    log.error(e.getMessage(),e);
  }
  return null;
}
",103,8,"parse:explode,file:resource,",220,0.560691885,Beam
1053,"public static void discard(){
  current.remove();
}
","public static void Discarding(){
  current.remove();
}
",14,2,"discard:Discarding,",5,0.011436494,Beam
